MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
90.0,RL,NA,11500.0,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,,,,Duplex,1Story,5.0,6.0,1976.0,1976.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,,TA,TA,,TA,TA,No,Unf,0.0,Unf,0.0,,1680.0,GasA,Fa,,SBrkr,1680.0,0.0,0.0,1680.0,0.0,0.0,2.0,0.0,,2.0,TA,8.0,,0.0,NA,Detchd,,,2.0,528.0,TA,TA,Y,0.0,,0.0,,,0.0,NA,NA,NA,,6.0,2007.0,WD,Normal,136905
60.0,,,,,NA,IR1,,,Corner,Gtl,Gilbert,Norm,,,2Story,,5.0,1998.0,1999.0,Gable,,VinylSd,VinylSd,None,0,Gd,TA,PConc,,,No,Unf,0.0,Unf,0.0,930.0,,,Gd,Y,SBrkr,956.0,,0.0,1886.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,10.0,,1.0,TA,Attchd,1998,Fin,2.0,431.0,TA,TA,Y,,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,,,,199900
60.0,RL,62,,,NA,IR1,Lvl,AllPub,Inside,Gtl,,,Norm,1Fam,2Story,,5.0,,2004.0,Gable,CompShg,VinylSd,VinylSd,None,0,,TA,PConc,Gd,,No,,0.0,Unf,0.0,840.0,840.0,GasA,Ex,,SBrkr,,880.0,0.0,,0.0,0.0,,1.0,3.0,1.0,,7.0,Typ,1.0,Gd,Attchd,2004,,2.0,440.0,TA,,Y,100.0,48.0,0.0,,,,NA,,NA,0.0,,2007.0,WD,,183500
90.0,RL,NA,10624.0,Pave,NA,IR1,Lvl,AllPub,Inside,,NAmes,Norm,Norm,,1Story,5.0,4.0,,1964.0,Gable,CompShg,HdBoard,,BrkFace,84,,TA,CBlock,TA,TA,No,,40.0,Rec,264.0,,,GasA,,Y,,,0.0,0.0,1728.0,0.0,1.0,2.0,0.0,6.0,,TA,10.0,Typ,0.0,NA,Detchd,2002,Unf,1.0,352.0,,,Y,155.0,0.0,0.0,0.0,0.0,0.0,NA,,NA,0.0,11.0,2007.0,WD,Normal,119000
,,,9120.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,,,Norm,1Fam,1.5Fin,7.0,,1925.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,PConc,,TA,No,,329.0,Unf,0.0,,1026.0,GasA,Ex,Y,SBrkr,1133.0,687.0,0.0,1820.0,,0.0,2.0,0.0,4.0,1.0,TA,8.0,Typ,,NA,Detchd,,Unf,1.0,,TA,TA,N,0.0,100.0,0.0,0.0,,0.0,NA,,NA,,6.0,2008.0,WD,Normal,184000
85.0,RL,,7244.0,Pave,NA,Reg,Lvl,AllPub,Inside,,,,Norm,1Fam,SFoyer,5.0,7.0,,1970.0,,CompShg,,VinylSd,None,0,TA,,,Gd,TA,,ALQ,619.0,Unf,0.0,149.0,768.0,GasA,,Y,SBrkr,768.0,0.0,0.0,768.0,1.0,,1.0,0.0,2.0,,TA,,Typ,,NA,,1987,Unf,2.0,,,TA,Y,104.0,0.0,0.0,0.0,0.0,0.0,,NA,,,,,,,129500
20.0,,78,10335.0,Pave,NA,IR1,,AllPub,Inside,,,Norm,Norm,,1Story,5.0,6.0,1968.0,,,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,,No,Rec,570.0,Unf,0.0,891.0,,GasA,,Y,SBrkr,1721.0,0.0,0.0,1721.0,0.0,0.0,,1.0,3.0,1.0,TA,7.0,Min1,,TA,Attchd,,RFn,,440.0,TA,TA,Y,0.0,96.0,,0.0,,,NA,,NA,0.0,7.0,,WD,Normal,180000
90.0,,35,9400.0,,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,,6.0,,1975.0,1975.0,Flat,Tar&Grv,WdShing,,BrkFace,250,TA,TA,CBlock,,Gd,,GLQ,945.0,Unf,0.0,0.0,945.0,GasA,TA,,SBrkr,980.0,0.0,0.0,980.0,0.0,2.0,2.0,0.0,4.0,0.0,TA,4.0,,0.0,NA,NA,,NA,,0.0,NA,NA,,,0.0,0.0,0.0,0.0,0.0,NA,,NA,0.0,10.0,,,AdjLand,127500
50.0,RM,60,10440.0,,Grvl,Reg,Lvl,AllPub,,,OldTown,Norm,Norm,1Fam,2Story,5.0,6.0,,1981.0,Gable,CompShg,,Wd Sdng,,,,TA,PConc,TA,TA,No,,0.0,Unf,,440.0,440.0,GasA,Gd,,SBrkr,682.0,,0.0,1230.0,0.0,,1.0,1.0,,,,5.0,Typ,,NA,Detchd,,Unf,2.0,440.0,,TA,,74.0,0.0,128.0,0.0,0.0,0.0,NA,MnPrv,,,5.0,,WD,,110000
60.0,RL,59,11796.0,,,IR1,Lvl,AllPub,,Gtl,Gilbert,,Norm,1Fam,2Story,,,2004.0,,,CompShg,,VinylSd,,0,Gd,TA,,Gd,TA,Av,,0.0,,0.0,847.0,,GasA,Ex,Y,SBrkr,847.0,1112.0,,1959.0,0.0,,2.0,1.0,,1.0,Gd,8.0,Typ,1.0,Gd,BuiltIn,,Fin,2.0,434.0,TA,TA,Y,,48.0,0.0,0.0,0.0,0.0,NA,NA,,0.0,,,WD,Normal,215000
,RL,118,13704.0,,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,,Norm,1Fam,1Story,7.0,5.0,2001.0,2002.0,,CompShg,VinylSd,,BrkFace,,Gd,,,Gd,TA,No,,0.0,,0.0,1541.0,,GasA,Ex,,SBrkr,1541.0,0.0,0.0,1541.0,0.0,,2.0,,3.0,1.0,Gd,,Typ,1.0,TA,Attchd,2001,RFn,3.0,,TA,,Y,468.0,81.0,,0.0,0.0,,NA,NA,NA,0.0,,,WD,Normal,205000
,RL,NA,8885.0,,NA,,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5.0,5.0,,,Gable,,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Av,BLQ,301.0,,324.0,239.0,864.0,GasA,,Y,SBrkr,,0.0,,,1.0,0.0,,,,1.0,TA,5.0,,0.0,NA,Attchd,1983,Unf,2.0,484.0,,TA,Y,,0.0,0.0,,,0.0,NA,MnPrv,NA,,6.0,2006.0,,,131000
,RL,50,,Pave,,Reg,,AllPub,Inside,,BrkSide,Norm,Norm,1Fam,1Story,1.0,,1946.0,,Gable,CompShg,VinylSd,VinylSd,None,0,,Fa,Slab,,,NA,NA,0.0,NA,0.0,0.0,,GasA,Fa,,FuseF,334.0,0.0,0.0,334.0,0.0,0.0,1.0,0.0,1.0,,Fa,,Typ,,,,,NA,0.0,,NA,NA,N,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,,0.0,1.0,,WD,Normal,39300
,,55,7264.0,Pave,NA,Reg,Lvl,,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7.0,,,2007.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,Gd,BrkTil,TA,TA,No,Unf,,Unf,,952.0,952.0,GasW,Gd,N,SBrkr,,596.0,0.0,1548.0,0.0,,2.0,1.0,3.0,,,,Typ,0.0,NA,Detchd,,Unf,,,TA,TA,Y,74.0,0.0,,,144.0,0.0,NA,NA,NA,0.0,10.0,2009.0,WD,Normal,205000
,FV,30,,Pave,Pave,Reg,,AllPub,Inside,Gtl,Somerst,,,TwnhsE,2Story,6.0,,2009.0,2009.0,Gable,CompShg,VinylSd,VinylSd,,76,Gd,TA,,,TA,,GLQ,,,0.0,318.0,612.0,GasA,,Y,SBrkr,612.0,612.0,0.0,1224.0,0.0,,,1.0,2.0,1.0,Gd,4.0,Typ,0.0,NA,Detchd,2009,RFn,2.0,528.0,TA,TA,Y,0.0,234.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,,2009.0,New,,173733
80.0,RL,NA,11333.0,Pave,,IR1,Lvl,AllPub,Corner,,Mitchel,Norm,Norm,1Fam,SLvl,6.0,5.0,1976.0,1976.0,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,,,TA,Av,ALQ,539.0,Unf,0.0,490.0,1029.0,GasA,TA,,SBrkr,1062.0,0.0,0.0,,1.0,0.0,,0.0,,1.0,TA,,Typ,2.0,,Attchd,1976,,2.0,539.0,TA,TA,Y,120.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5.0,,WD,Normal,146800
,RL,49,15256.0,Pave,,,Lvl,,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,Stone,84,Gd,TA,PConc,Gd,TA,,GLQ,929.0,Unf,0.0,,1485.0,GasA,,,SBrkr,,0.0,0.0,1464.0,1.0,0.0,2.0,,,1.0,Gd,6.0,Typ,0.0,NA,Attchd,2007,Unf,3.0,754.0,TA,,,,160.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8.0,,WD,,282922
20.0,RL,47,,Pave,,,Lvl,AllPub,,Gtl,Timber,Norm,Norm,,1Story,6.0,5.0,1986.0,1986.0,Gable,CompShg,,,Stone,132,,TA,CBlock,,Fa,No,ALQ,1398.0,LwQ,208.0,0.0,1606.0,GasA,TA,,SBrkr,1651.0,0.0,,1651.0,1.0,0.0,,0.0,3.0,,TA,7.0,Min2,1.0,TA,Attchd,1986,Fin,2.0,616.0,TA,TA,Y,192.0,0.0,0.0,,0.0,0.0,NA,NA,NA,0.0,11.0,2008.0,WD,Normal,184000
75.0,RL,60,,Pave,NA,Reg,Bnk,AllPub,Inside,,SWISU,Norm,,1Fam,2.5Fin,5.0,8.0,1939.0,1997.0,,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,,TA,TA,No,LwQ,378.0,Unf,0.0,342.0,,GasA,Ex,,SBrkr,1052.0,720.0,420.0,2192.0,0.0,0.0,2.0,,4.0,,Gd,8.0,Typ,1.0,,Detchd,1939,Unf,1.0,240.0,TA,TA,Y,262.0,24.0,0.0,0.0,0.0,0.0,NA,,NA,0.0,,2008.0,WD,,179500
,RM,60,7200.0,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,,1Fam,2Story,,7.0,1920.0,1950.0,Hip,CompShg,,Wd Sdng,None,0,TA,TA,BrkTil,Fa,TA,,,0.0,,0.0,596.0,,GasA,Ex,,,,,0.0,1762.0,1.0,,1.0,1.0,4.0,1.0,Gd,8.0,Typ,0.0,NA,Detchd,1989,Unf,,576.0,,,,36.0,0.0,221.0,,,,NA,NA,NA,0.0,10.0,2006.0,WD,Normal,157000
60.0,RL,NA,,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,6.0,1997.0,1997.0,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Av,GLQ,182.0,,,612.0,,GasA,Gd,Y,SBrkr,794.0,676.0,0.0,1470.0,0.0,1.0,,0.0,,1.0,TA,6.0,Typ,,,Attchd,,Fin,2.0,,,TA,Y,0.0,75.0,0.0,,0.0,0.0,NA,NA,NA,0.0,,2007.0,,Normal,177000
20.0,RL,,,Pave,NA,,Lvl,,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6.0,6.0,,,Gable,,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,,641.0,LwQ,279.0,276.0,,GasA,TA,,SBrkr,,0.0,0.0,1279.0,,1.0,2.0,0.0,,1.0,TA,,Typ,2.0,Fa,,1980,Unf,2.0,,TA,,,,83.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,,2.0,,WD,Normal,171500
,RM,40,4800.0,Pave,NA,,Lvl,AllPub,,Gtl,IDOTRR,Norm,Norm,,1Story,4.0,7.0,,1990.0,Gable,CompShg,MetalSd,,None,0,TA,TA,,TA,,No,LwQ,197.0,Unf,0.0,999.0,1196.0,GasA,Ex,Y,FuseA,1196.0,0.0,0.0,,1.0,,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,NA,Detchd,1957,Unf,2.0,440.0,TA,TA,Y,,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2007.0,WD,Normal,109900
70.0,RL,60,,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,RRAn,Feedr,1Fam,2Story,7.0,8.0,1910.0,1993.0,Gable,,HdBoard,,,0,TA,Gd,BrkTil,Gd,TA,,Unf,0.0,Unf,0.0,728.0,728.0,GasA,,N,,,883.0,0.0,2019.0,0.0,0.0,1.0,0.0,3.0,1.0,Gd,8.0,Typ,0.0,NA,Detchd,1997,Unf,2.0,,TA,TA,Y,509.0,135.0,,0.0,0.0,0.0,NA,GdPrv,NA,0.0,10.0,2009.0,WD,Normal,167500
60.0,RL,NA,7851.0,,,Reg,,,,Gtl,Gilbert,,Norm,,2Story,6.0,5.0,2002.0,2002.0,Gable,CompShg,,VinylSd,NA,,Gd,TA,PConc,Gd,TA,No,GLQ,625.0,Unf,,235.0,860.0,GasA,Ex,Y,SBrkr,860.0,1100.0,0.0,1960.0,1.0,0.0,2.0,,4.0,1.0,Gd,8.0,Typ,2.0,TA,BuiltIn,2002,Fin,2.0,440.0,TA,TA,Y,288.0,48.0,0.0,0.0,0.0,,NA,NA,NA,0.0,5.0,2010.0,WD,Normal,216500
,RL,115,21286.0,Pave,NA,Reg,Lvl,,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5.0,5.0,1948.0,1950.0,,CompShg,Wd Sdng,Wd Sdng,,,TA,TA,CBlock,,TA,No,Unf,0.0,Unf,,720.0,720.0,,TA,Y,SBrkr,720.0,551.0,,1271.0,0.0,0.0,2.0,0.0,,1.0,TA,7.0,Typ,1.0,Gd,Attchd,1948,Unf,1.0,312.0,,TA,Y,0.0,0.0,108.0,0.0,0.0,0.0,,,NA,0.0,8.0,2008.0,WD,Normal,135000
90.0,RL,78,10530.0,Pave,,Reg,Lvl,AllPub,Inside,,,Norm,Norm,Duplex,SFoyer,6.0,5.0,1977.0,1977.0,Gable,CompShg,Plywood,ImStucc,BrkFace,90,TA,TA,CBlock,Gd,TA,Gd,GLQ,975.0,,,0.0,,GasA,TA,Y,SBrkr,1004.0,0.0,0.0,,,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,NA,Attchd,1977,Unf,,504.0,TA,TA,Y,0.0,,0.0,,0.0,0.0,NA,NA,,0.0,5.0,2006.0,WD,Normal,135000
20.0,RL,85,14601.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,,Norm,1Fam,1Story,9.0,5.0,2006.0,2006.0,Hip,,VinylSd,VinylSd,BrkFace,,Ex,TA,,Ex,,Av,GLQ,1260.0,Unf,0.0,,1838.0,GasA,Ex,Y,SBrkr,1838.0,,0.0,,,0.0,2.0,0.0,2.0,1.0,Ex,8.0,Typ,,Gd,,2006,Fin,3.0,765.0,TA,TA,Y,,,0.0,0.0,,,NA,,,0.0,3.0,2009.0,WD,Normal,315000
20.0,,NA,8246.0,Pave,NA,IR1,,AllPub,Inside,,Sawyer,,Norm,1Fam,1Story,5.0,8.0,,2001.0,Gable,CompShg,Plywood,Plywood,,0,TA,Gd,CBlock,,TA,Mn,,188.0,,668.0,,1060.0,GasA,Ex,Y,SBrkr,1060.0,0.0,0.0,1060.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,1968,Unf,1.0,270.0,TA,TA,Y,406.0,90.0,0.0,,,,NA,MnPrv,NA,0.0,,,,Normal,154000
30.0,RM,30,,Pave,Grvl,IR3,Bnk,AllPub,,Gtl,OldTown,Artery,Norm,1Fam,1Story,,,1925.0,2004.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,,TA,,BrkTil,Fa,TA,No,Unf,0.0,Unf,,680.0,680.0,,Gd,N,,764.0,0.0,,,0.0,0.0,,0.0,2.0,,TA,4.0,,0.0,NA,Detchd,1965,,2.0,504.0,TA,,N,0.0,,0.0,0.0,0.0,0.0,,NA,NA,0.0,,2008.0,WD,Normal,73000
20.0,RL,90,10768.0,,,,Lvl,,,,Veenker,,Norm,1Fam,,5.0,,1976.0,2004.0,Gable,CompShg,Plywood,Plywood,None,0,,,CBlock,Gd,TA,,ALQ,1157.0,Unf,0.0,280.0,1437.0,,TA,Y,SBrkr,1437.0,0.0,0.0,1437.0,1.0,0.0,2.0,0.0,3.0,1.0,,6.0,,1.0,Fa,Attchd,1976,,2.0,528.0,TA,TA,Y,0.0,21.0,0.0,0.0,180.0,0.0,NA,NA,NA,0.0,7.0,2007.0,WD,Normal,218000
50.0,RM,,6000.0,Pave,,Reg,,AllPub,Inside,Gtl,,Norm,Norm,,,3.0,7.0,1948.0,,,,MetalSd,MetalSd,None,,,Gd,CBlock,TA,TA,No,ALQ,,Unf,0.0,318.0,,GasA,Ex,,SBrkr,679.0,504.0,0.0,1183.0,0.0,,1.0,1.0,2.0,1.0,,,Typ,0.0,NA,Detchd,1981,Unf,,308.0,TA,TA,,0.0,176.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,,WD,Normal,120000
,RH,60,,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,,Feedr,Norm,,1Story,5.0,,1977.0,1977.0,Gable,CompShg,Plywood,,,320,,TA,Slab,NA,NA,,NA,0.0,NA,0.0,,0.0,GasA,,Y,SBrkr,2020.0,,0.0,2020.0,,0.0,2.0,0.0,4.0,2.0,TA,,Typ,,,Detchd,,Unf,2.0,630.0,TA,,Y,0.0,0.0,0.0,0.0,,0.0,NA,NA,NA,0.0,10.0,2007.0,WD,,144000
,RM,21,1936.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,,SFoyer,,6.0,,,Gable,CompShg,,CmentBd,,0,TA,,CBlock,Gd,,Av,,131.0,GLQ,499.0,0.0,630.0,GasA,Gd,,SBrkr,630.0,0.0,0.0,630.0,,0.0,1.0,0.0,1.0,1.0,TA,3.0,,0.0,NA,NA,NA,NA,0.0,0.0,,NA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,NA,0.0,,,WD,Normal,84500
50.0,,,9638.0,Pave,NA,Reg,Lvl,,Inside,,SWISU,Feedr,Norm,1Fam,1.5Fin,6.0,7.0,,1990.0,,CompShg,Wd Sdng,Wd Shng,,0,,TA,PConc,TA,TA,,,0.0,Unf,0.0,804.0,,GasA,Ex,Y,SBrkr,1699.0,748.0,0.0,,0.0,0.0,2.0,0.0,4.0,1.0,Gd,10.0,Min2,1.0,Gd,Detchd,1969,Unf,,336.0,,TA,Y,272.0,0.0,42.0,0.0,116.0,0.0,NA,NA,NA,0.0,3.0,2010.0,WD,,169000
80.0,RL,76,9967.0,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,,,1Fam,,7.0,5.0,2000.0,2000.0,,CompShg,VinylSd,VinylSd,None,,TA,TA,PConc,Gd,,,Unf,,Unf,0.0,,384.0,,Ex,Y,,774.0,656.0,0.0,1430.0,0.0,0.0,2.0,1.0,3.0,1.0,,,Typ,1.0,,,,RFn,,,TA,TA,Y,,0.0,,0.0,0.0,0.0,NA,NA,,,12.0,,WD,Normal,170000
90.0,RL,100,25000.0,Pave,NA,Reg,Low,AllPub,Inside,,Mitchel,,Norm,,1Story,5.0,,1967.0,1967.0,,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,1632.0,1632.0,GasA,TA,Y,SBrkr,1632.0,0.0,0.0,1632.0,,0.0,2.0,0.0,,,TA,8.0,Typ,0.0,NA,Attchd,1967,Unf,2.0,576.0,TA,TA,P,0.0,0.0,,0.0,0.0,0.0,,NA,,0.0,6.0,2007.0,WD,Normal,143000
75.0,,60,,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,,Norm,1Fam,2.5Unf,6.0,5.0,1917.0,1950.0,Gable,,AsbShng,,None,0,TA,,BrkTil,,TA,,Rec,319.0,,,416.0,735.0,OthW,Fa,N,,1134.0,924.0,0.0,2058.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,8.0,Typ,1.0,,,1950,,,,Fa,,P,0.0,,259.0,0.0,0.0,,NA,NA,NA,0.0,4.0,2008.0,WD,,129500
,,50,6130.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,,Norm,,1Fam,,5.0,6.0,,1950.0,Gable,,MetalSd,,None,0,TA,TA,,TA,TA,No,ALQ,,Unf,,,784.0,GasA,Gd,,SBrkr,,0.0,0.0,784.0,,0.0,,0.0,2.0,,Gd,5.0,Typ,0.0,NA,NA,NA,NA,0.0,,,NA,Y,0.0,0.0,116.0,0.0,0.0,0.0,NA,NA,NA,0.0,,2008.0,WD,,109500
,RL,NA,,Pave,,,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,,,1959.0,,CompShg,MetalSd,MetalSd,None,0,TA,TA,Slab,,NA,NA,NA,,,,,0.0,GasA,TA,,SBrkr,882.0,0.0,0.0,882.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,,0.0,NA,,,,1.0,294.0,TA,TA,Y,,0.0,0.0,,0.0,0.0,,MnPrv,Shed,1200.0,7.0,2007.0,WD,Normal,106500
20.0,,,11900.0,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,,1Fam,,6.0,5.0,,,Gable,,HdBoard,HdBoard,,387,,,CBlock,TA,TA,No,Rec,1040.0,Unf,0.0,,1392.0,GasA,,Y,FuseA,1392.0,,0.0,1392.0,1.0,0.0,1.0,1.0,,1.0,TA,,,2.0,Gd,Attchd,1957,RFn,,458.0,TA,TA,Y,0.0,0.0,0.0,0.0,192.0,0.0,,NA,NA,0.0,6.0,2008.0,WD,,166000
20.0,RL,66,8923.0,Pave,,Reg,Lvl,AllPub,,Gtl,NAmes,Norm,Norm,1Fam,1Story,,7.0,1953.0,2006.0,,CompShg,,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,,643.0,Unf,0.0,365.0,1008.0,GasA,,Y,,1008.0,0.0,0.0,,1.0,,1.0,0.0,,1.0,Gd,,Typ,,NA,Attchd,1953,Unf,1.0,240.0,TA,,Y,0.0,18.0,0.0,0.0,0.0,0.0,NA,,NA,0.0,5.0,,WD,Normal,134500
20.0,RL,84,12615.0,Pave,NA,Reg,Lvl,,,Gtl,Edwards,Norm,,1Fam,1Story,,7.0,,2001.0,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,Gd,Av,ALQ,477.0,Unf,0.0,725.0,,GasA,TA,,SBrkr,2158.0,0.0,,2158.0,1.0,0.0,2.0,0.0,4.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,,Unf,,576.0,TA,TA,Y,0.0,29.0,39.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,6.0,2007.0,,Normal,243000
20.0,RL,NA,7153.0,Pave,,Reg,,,Inside,Gtl,SawyerW,,Norm,1Fam,1Story,6.0,5.0,,1991.0,Gable,,HdBoard,HdBoard,BrkFace,88,TA,TA,,,TA,,,1200.0,,0.0,,,GasA,Gd,Y,SBrkr,1294.0,0.0,0.0,1294.0,1.0,0.0,2.0,0.0,3.0,1.0,,,Typ,0.0,NA,Attchd,,RFn,,496.0,,TA,Y,112.0,51.0,0.0,0.0,0.0,,NA,GdWo,NA,,,,WD,Normal,179200
20.0,,,20896.0,Pave,,IR2,,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,,5.0,2005.0,,Gable,,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1721.0,Unf,,356.0,,GasA,Ex,Y,SBrkr,2097.0,0.0,,2097.0,1.0,0.0,1.0,1.0,,1.0,Ex,8.0,Typ,1.0,,Attchd,,Fin,3.0,1134.0,TA,TA,Y,,267.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,1.0,2006.0,,Partial,423000
60.0,,NA,10762.0,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,,1Fam,,,5.0,1999.0,,Gable,CompShg,VinylSd,VinylSd,,344,Gd,TA,PConc,Gd,TA,No,GLQ,694.0,Unf,0.0,284.0,978.0,,,Y,SBrkr,,978.0,0.0,,,,2.0,,3.0,1.0,,9.0,Typ,,TA,Attchd,1999,Fin,2.0,490.0,TA,TA,,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,,5.0,2009.0,WD,Normal,225000
30.0,,NA,7446.0,Pave,NA,,Lvl,AllPub,,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4.0,5.0,1941.0,,Gable,CompShg,WdShing,,None,0,TA,TA,CBlock,,,No,Rec,266.0,Unf,0.0,,788.0,GasA,TA,,FuseA,,0.0,0.0,788.0,0.0,0.0,,,2.0,1.0,,4.0,Typ,2.0,,,NA,NA,0.0,0.0,NA,,Y,0.0,0.0,0.0,0.0,,0.0,NA,GdWo,NA,0.0,4.0,2006.0,,Abnorml,100000
90.0,RL,82,11070.0,,NA,Reg,Lvl,,,Gtl,Mitchel,Norm,Norm,Duplex,,7.0,,1988.0,1989.0,Gable,,VinylSd,,BrkFace,,TA,TA,CBlock,TA,TA,No,Unf,0.0,,0.0,1907.0,1907.0,GasA,,Y,SBrkr,1959.0,0.0,0.0,1959.0,0.0,0.0,3.0,0.0,5.0,2.0,TA,9.0,Typ,0.0,NA,2Types,1989,Unf,3.0,,TA,,Y,0.0,,0.0,0.0,0.0,0.0,NA,NA,,,7.0,2006.0,WD,Family,171000
60.0,,,,Pave,NA,IR3,Bnk,AllPub,Corner,,Edwards,,Norm,1Fam,2Story,10.0,,2008.0,2008.0,Hip,ClyTile,Stucco,Stucco,Stone,796,Ex,TA,PConc,Ex,TA,Gd,GLQ,,,0.0,466.0,6110.0,GasA,Ex,Y,SBrkr,4692.0,,0.0,,2.0,0.0,,1.0,3.0,1.0,,12.0,Typ,,Gd,,2008,Fin,,1418.0,TA,TA,Y,,292.0,0.0,0.0,0.0,,,NA,NA,0.0,1.0,2008.0,,,160000
60.0,RL,80,10400.0,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,1998.0,,Gable,CompShg,VinylSd,VinylSd,,,,TA,PConc,Gd,TA,,,0.0,Unf,0.0,866.0,,GasA,Ex,Y,SBrkr,866.0,913.0,0.0,,0.0,0.0,,1.0,3.0,1.0,,6.0,Typ,0.0,NA,Attchd,,RFn,2.0,,TA,,Y,198.0,36.0,0.0,,0.0,,NA,,NA,0.0,3.0,2009.0,WD,Normal,197900
